## RunInfo	version:1.2.0-a	annotated_features:27812	total_fragments:2717	pair_mapped:0	pair_mixed:0	single_mapped:2717	unmapped:0	unique:854	ambig:1863	overlap_unique:883	overlap_ambig:1834
transcript	transcript_length	final_prop	init_prop
ERVL_6q16.1c	1834	0.0	0.0
L1FLnI_6q16.1ja	11823	0.0	0.0
L1FLnI_6q16.1ia	11931	0.0	0.0
L1FLnI_6q16.1ha	10168	0.0	0.0
L1FLnI_6q16.1ga	10454	0.0	0.0
ERVLE_6q16.1d	994	0.0	0.0
ERVLE_6q16.1c	1914	0.0	0.0
ERVLB4_6q16.1c	3956	0.0	0.0
ERVLE_6q16.1b	1144	0.0	0.0
L1FLnI_6q16.1fa	9749	0.0	0.0
L1FLnI_6q16.1ea	9720	0.0	0.0
L1FLnI_6q16.1da	11120	0.0	0.0
L1FLnI_6q16.1ca	10069	0.0	0.0
L1FLnI_6q16.1ba	9377	0.0	0.0
L1FLnI_6q16.1aa	9380	0.0	0.0
L1FLnI_6q16.3v	9384	0.0	0.0
L1FLnI_6q16.3w	10446	0.0	0.0
ERVL_6q16.3c	1126	0.0	0.0
L1FLnI_6q21aa	9952	0.0	0.0
L1FLnI_6q21y	8681	0.0	0.0
L1FLnI_6q21x	10032	0.0	0.0
L1FLnI_6q21w	9118	0.0	0.0
L1FLnI_6q21v	9415	0.0	0.0
ERV316A3_6q21d	1415	0.0	0.0
L1FLnI_6q21u	10387	0.0	0.0
HERVL_6q21c	1684	0.0	0.0
L1FLnI_6q21t	10018	0.0	0.0
HARLEQUIN_6q21	6459	0.0	0.0
LTR25_6q21	4287	0.0	0.0
HERVW_6q21c	7052	0.0	0.0
HML3_6q21b	6333	0.0	0.0
L1FLnI_6q21s	9727	0.0	0.0
MER34B_6q21	716	0.0	0.0
HML3_6q21a	6895	0.0	0.0
MER41_6q21b	3151	0.0	0.0
L1FLnI_6q21r	8664	0.0	0.0
L1FLnI_6q21q	8672	0.0	0.0
L1FLnI_6q21p	10615	0.0	0.0
L1FLnI_6q21o	10117	0.0	0.0
L1FLnI_6q21n	10128	0.0	0.0
L1FLnI_6q21m	10135	0.0	0.0
ERV316A3_6q21c	988	0.0	0.0
L1FLnI_6q21z	10025	0.0	0.0
L1FLnI_6q21ba	10401	0.0	0.0
MER61_6q21	2201	0.0	0.0
L1FLnI_6q21ca	9417	0.0	0.0
L1FLnI_6q22.1n	10137	0.0	0.0
L1FLnI_6q22.1m	10000	0.0	0.0
L1FLnI_6q22.1l	9704	0.0	0.0
L1FLnI_6q22.1k	10496	0.0	0.0
L1FLnI_6q22.1j	8811	0.0	0.0
L1FLnI_6q22.1i	8825	0.0	0.0
HERVH_6q22.1b	5822	0.0	0.0
L1FLnI_6q22.1h	9408	0.0	0.0
HERVW_6q22.1	3453	0.0	0.0
L1FLnI_6q22.1g	10014	0.0	0.0
L1FLnI_6q22.1f	10025	0.0	0.0
L1FLnI_6q22.1e	10159	0.0	0.0
L1FLnI_6q22.1d	10141	0.0	0.0
L1FLnI_6q22.1c	10029	0.0	0.0
ERV316A3_6q22.1a	1811	0.0	0.0
L1FLnI_6q22.1b	10094	0.0	0.0
L1FLnI_6q22.1a	10073	0.0	0.0
HERVH_6q22.1a	5878	0.0	0.0
HERVH_6q21b	6313	0.0	0.0
L1FLnI_6q21fa	10029	0.0	0.0
HML3_6q21c	4773	0.0	0.0
L1FLnI_6q21ea	10648	0.0	0.0
L1FLnI_6q21da	10027	0.0	0.0
HERV3_6q21	7865	0.0	0.0
HERVH_6q21a	5797	0.0	0.0
L1FLnI_6q16.3x	9052	0.0	0.0
L1FLnI_6q21c	10142	0.0	0.0
L1FLnI_6q21a	10145	0.0	0.0
HERVL_6q21a	6430	0.0	0.0
L1FLnI_6q16.3na	10111	0.0	0.0
L1FLnI_6q16.3ma	10133	0.0	0.0
L1FLnI_6q16.3la	10008	0.0	0.0
L1FLnI_6q16.3ka	10425	0.0	0.0
L1FLnI_6q16.3ja	10730	0.0	0.0
L1FLI_6q16.3	8047	0.0	0.0
L1ORF2_6q16.3	8056	0.0	0.0
L1FLnI_6q16.3ia	10303	0.0	0.0
L1FLnI_6q16.3ha	10314	0.0	0.0
L1FLnI_6q16.3ga	10147	0.0	0.0
L1FLnI_6q16.3fa	8690	0.0	0.0
HERVL_6q16.3b	6234	0.0	0.0
MER61_6q16.3e	2637	0.0	0.0
L1FLnI_6q16.3ea	11181	0.0	0.0
L1FLnI_6q16.3da	10156	0.0	0.0
L1FLnI_6q16.3ca	8803	0.0	0.0
L1FLnI_6q16.3ba	10024	0.0	0.0
L1FLnI_6q16.3aa	9741	0.0	0.0
L1FLnI_6q16.3z	10164	0.0	0.0
L1FLnI_6q16.3y	10020	0.0	0.0
MER4_6q16.3	1246	0.0	0.0
L1FLnI_6q21b	9784	0.0	0.0
ERV316A3_6q21a	989	0.0	0.0
HERVL_6q21b	3282	0.0	0.0
ERVLB4_6q21a	2036	0.0	0.0
ERV316A3_6q21b	1056	0.0	0.0
ERVLB4_6q21c	2065	0.0	0.0
L1FLnI_6q21l	10148	0.0	0.0
L1FLnI_6q21k	10123	0.0	0.0
L1FLnI_6q21j	10123	0.0	0.0
ERVLE_6q21c	4258	0.0	0.0
L1FLnI_6q21i	10032	0.0	0.0
L1FLnI_6q21h	9787	0.0	0.0
L1FLnI_6q21g	10119	0.0	0.0
MER41_6q21a	1548	0.0	0.0
ERVL_6q21	1413	0.0	0.0
L1FLnI_6q21f	8527	0.0	0.0
L1ORF2_6q21b	8055	0.0	0.0
ERVLE_6q21b	665	0.0	0.0
ERVLE_6q21a	1841	0.0	0.0
HERVW_6q21b	1329	0.0	0.0
PABLA_6q21	1640	0.0	0.0
ERVLB4_6q21b	1998	0.0	0.0
MER101_6q21	1766	0.0	0.0
L1FLnI_6q21e	10442	0.0	0.0
L1FLnI_6q21d	10491	0.0	0.0
HERVW_6q21a	7649	0.0	0.0
L1ORF2_6q21a	8173	0.0	0.0
ERV316A3_6q23.2c	833	0.0	0.0
L1FLnI_6q23.2j	10476	0.0	0.0
L1FLnI_6q16.1j	10033	0.0	0.0
ERVLB4_6q27a	1660	0.0	0.0
L1FLnI_6q27e	9527	0.0	0.0
L1FLnI_6q27d	9551	0.0	0.0
HERVL_6q27b	2630	0.0	0.0
HERVP71A_6q27	8276	0.0	0.0
HUERSP3B_6q27	2344	0.0	0.0
ERVLB4_6q27b	5487	0.0	0.0
HERVL_6q27a	6754	0.0	0.0
L1FLnI_6q27c	10022	0.0	0.0
L1FLnI_6q27b	10147	0.0	0.0
HERVH_6q27b	5868	0.0	0.0
L1FLnI_6q27a	9817	0.0	0.0
ERVL_6q27a	1830	0.0	0.0
HERVL_6q25.3a	1372	0.0	0.0
HERVH_6q27a	6009	0.0	0.0
ERV316A3_6q26c	1034	0.0	0.0
HERVL_6q26b	1430	0.0	0.0
ERV316A3_6q26b	1638	0.0	0.0
L1FLnI_6q26h	9655	0.0	0.0
MER41_6q26c	4662	0.0	0.0
L1FLnI_6q26g	10024	0.0	0.0
L1FLnI_6q26f	8598	0.0	0.0
HERVL40_6q26b	2026	0.0	0.0
L1FLnI_6q26e	10027	0.0	0.0
HERVL40_6q26a	2776	0.0	0.0
L1FLnI_6q27f	9570	0.0	0.0
ERVLE_6q27a	978	0.0	0.0
HML3_6q27a	4574	0.0	0.0
HERVL_6q27c	6490	0.0	0.0
HERVH_6q27c	1296	0.0	0.0
L1FLnI_6q27n	9710	0.0	0.0
ERVLB4_6q27d	6409	0.0	0.0
L1FLnI_6q27m	10708	0.0	0.0
L1FLnI_6q27l	9824	0.0	0.0
ERVL_6q27b	895	0.0	0.0
HERVL_6q27e	560	0.0	0.0
HUERSP1_6q27	6552	0.0	0.0
ERVLE_6q27b	1113	0.0	0.0
L1FLnI_6q27k	9976	0.0	0.0
HERVL_6q27d	2056	0.0	0.0
MER101_6q27b	3238	0.0	0.0
HERVW_6q27b	7174	0.0	0.0
L1FLnI_6q27j	10185	0.0	0.0
L1FLnI_6q27i	9457	0.0	0.0
L1FLnI_6q27h	10140	0.0	0.0
MER101_6q27a	1075	0.0	0.0
HML1_6q27b	1141	0.0	0.0
HML1_6q27a	1151	0.0	0.0
HERVW_6q27a	2534	0.0	0.0
HERVL32_6q27	1813	0.0	0.0
L1FLnI_6q27g	8640	0.0	0.0
ERVLB4_6q27c	1403	0.0	0.0
ERVLE_6q26	2746	0.0	0.0
ERV316A3_6q26a	2516	0.0	0.0
MER4_6q26d	4098	0.0	0.0
L1FLnI_6q25.3l	8943	0.0	0.0
L1FLnI_6q25.3j	10125	0.0	0.0
L1FLnI_6q25.3i	10140	0.0	0.0
L1FLnI_6q25.3h	9002	0.0	0.0
HERVL_6q25.3b	5179	0.0	0.0
L1FLnI_6q25.3g	10471	0.0	0.0
L1FLnI_6q25.3f	10487	0.0	0.0
ERVLE_6q25.3b	741	0.0	0.0
HERVH_6q25.3b	8104	0.0	0.0
HERVIP10FH_6q25.3	2486	0.0	0.0
LTR19_6q25.3b	1574	0.0	0.0
L1FLnI_6q25.3e	9025	0.0	0.0
LTR19_6q25.3a	2205	0.0	0.0
MER101_6q25.3b	1498	0.0	0.0
HERVK11_6q25.3	6939	0.0	0.0
L1FLnI_6q25.3d	9558	0.0	0.0
HERVH_6q25.3a	5938	0.0	0.0
ERVLE_6q25.3a	2007	0.0	0.0
L1FLnI_6q25.3c	10133	0.0	0.0
MER101_6q25.3a	1146	0.0	0.0
L1FLI_6q25.3	8040	0.0	0.0
L1FLnI_6q25.3b	10029	0.0	0.0
L1ORF2_6q25.3	8045	0.0	0.0
MER41_6q25.3a	3773	0.0	0.0
L1FLnI_6q25.3k	10120	0.0	0.0
L1FLnI_6q25.3m	10151	0.0	0.0
MER4_6q26c	1924	0.0	0.0
HERVH_6q25.3c	5661	0.0	0.0
PABLA_6q26c	1045	0.0	0.0
PABLA_6q26b	1265	0.0	0.0
HERVIP10FH_6q26b	6216	0.0	0.0
MER41_6q26b	5994	0.0	0.0
MER4_6q26b	4208	0.0	0.0
L1FLnI_6q26d	10110	0.0	0.0
L1FLnI_6q26c	9769	0.0	0.0
MER4_6q26a	4631	0.0	0.0
PRIMA4_6q26	1025	0.0	0.0
MER41_6q26a	1075	0.0	0.0
PABLA_6q26a	2926	0.0	0.0
HERVIP10FH_6q26a	4753	0.0	0.0
HERVH_6q26	3616	0.0	0.0
L1FLnI_6q26b	9225	0.0	0.0
L1FLnI_6q26a	10031	0.0	0.0
HERVL_6q26a	4791	0.0	0.0
L1FLnI_6q25.3p	10114	0.0	0.0
HERVL_6q25.3c	3625	0.0	0.0
L1FLnI_6q25.3o	9500	0.0	0.0
L1FLnI_6q25.3n	10449	0.0	0.0
ERV316A3_6q25.3	3156	0.0	0.0
HERVH_6q25.3d	5698	0.0	0.0
MER41_6q25.3b	3887	0.0	0.0
HERVL_6q27f	3022	0.0	0.0
HERVL_6q27g	3573	0.0	0.0
MER4B_6q27	4309	0.0	0.0
HERVL_7p21.3b	2934	0.0	0.0
MER61_7p21.3a	4025	0.0	0.0
L1FLnI_7p21.3q	10208	0.0	0.0
HERVH_7p21.3b	6515	0.0	0.0
L1FLnI_7p21.3p	10131	0.0	0.0
L1FLnI_7p21.3o	10023	0.0	0.0
L1FLnI_7p21.3n	8787	0.0	0.0
L1FLnI_7p21.3m	9719	0.0	0.0
ERVLE_7p21.3d	926	0.0	0.0
HERVH_7p21.3a	5797	0.0	0.0
ERVLB4_7p21.3a	1097	0.0	0.0
L1FLnI_7p21.3l	9455	0.0	0.0
L1FLnI_7p21.3k	10466	0.0	0.0
L1FLnI_7p21.3j	10457	0.0	0.0
L1FLnI_7p21.3i	10467	0.0	0.0
HERVW_7p21.3	2392	0.0	0.0
HML1_7p21.3	1935	0.0	0.0
L1FLnI_7p21.3h	10719	0.0	0.0
L1FLnI_7p21.3g	10027	0.0	0.0
ERVLE_7p21.3c	2726	0.0	0.0
ERVLE_7p21.3b	1793	0.0	0.0
L1FLnI_7p21.3f	10026	0.0	0.0
ERVLE_7p21.3a	964	0.0	0.0
L1FLnI_7p21.3e	10144	0.0	0.0
ERV316A3_7p21.3a	537	0.0	0.0
ERV316A3_7p21.3b	1284	0.0	0.0
HERVL_7p21.3a	6266	0.0	0.0
L1FLnI_7p21.3r	8685	0.0	0.0
ERVL_7p21.3	737	0.0	0.0
ERVLE_7p21.3f	861	0.0	0.0
MER61_7p21.3b	4767	0.0	0.0
L1FLnI_7p21.3fa	10125	0.0	0.0
ERVLE_7p21.3e	3626	0.0	0.0
HARLEQUIN_7p21.3	3149	0.0	0.0
MER41_7p21.3a	1427	0.0	0.0
L1FLnI_7p21.3ea	10151	0.0	0.0
L1FLnI_7p21.3da	10139	0.0	0.0
L1FLnI_7p21.3ca	9465	0.0	0.0
L1FLnI_7p21.3ba	10421	0.0	0.0
L1FLnI_7p21.3aa	9673	0.0	0.0
L1FLnI_7p21.3z	10342	0.0	0.0
L1FLnI_7p21.3y	8959	0.0	0.0
L1FLnI_7p21.3x	9770	0.0	0.0
L1FLnI_7p21.3w	10124	0.0	0.0
L1FLnI_7p21.3v	8583	0.0	0.0
L1FLnI_7p21.3u	10138	0.0	0.0
ERV316A3_7p21.3c	1548	0.0	0.0
L1FLnI_7p21.3t	10139	0.0	0.0
L1FLnI_7p21.3s	10507	0.0	0.0
LTR25_7p21.3	981	0.0	0.0
ERVLB4_7p21.3b	6064	0.0	0.0
L1FLnI_7p21.3d	9943	0.0	0.0
L1FLnI_7p21.3c	10460	0.0	0.0
L1FLnI_6q27o	9012	0.0	0.0
ERVL_7p22.3	1383	0.0	0.0
ERVLE_7p22.3	784	0.0	0.0
L1FLnI_6q27w	10423	0.0	0.0
HML3_6q27b	3633	0.0	0.0
MER4_6q27b	1620	0.0	0.0
L1FLnI_6q27v	9032	0.0	0.0
MER101_6q27e	2037	0.0	0.0
LTR57_6q27	1014	0.0	0.0
MER101_6q27d	4154	0.0	0.0
L1FLnI_6q27u	8933	0.0	0.0
L1FLnI_6q27t	9371	0.0	0.0
ERVLB4_6q27e	1655	0.0	0.0
MER4_6q27a	2675	0.0	0.0
ERVLE_6q27d	2350	0.0	0.0
L1FLnI_6q27s	10421	0.0	0.0
L1FLnI_6q27r	9544	0.0	0.0
ERVLE_6q27c	791	0.0	0.0
MER101_6q27c	2230	0.0	0.0
HUERSP2_6q27	555	0.0	0.0
LTR25_6q27	3406	0.0	0.0
L1FLnI_6q27q	8923	0.0	0.0
L1FLnI_6q27p	10406	0.0	0.0
PABLA_6q27b	2307	0.0	0.0
PABLA_6q27a	2546	0.0	0.0
ERV316A3_7p22.3	1256	0.0	0.0
L1FLnI_7p22.3	10121	0.0	0.0
L1FLnI_7p21.3b	10027	0.0	0.0
L1FLnI_7p22.2	10144	0.0	0.0
L1FLnI_7p21.3a	10364	0.0	0.0
HUERSP3B_7p21.3	6103	0.0	0.0
L1FLnI_7p22.1f	10308	0.0	0.0
L1FLnI_7p22.1e	10133	0.0	0.0
L1FLnI_7p22.1d	10145	0.0	0.0
MER4_7p22.1	5415	0.0	0.0
L1FLnI_7p22.1c	10298	0.0	0.0
ERVLE_7p22.1b	548	0.0	0.0
L1FLnI_7p22.1b	9160	0.0	0.0
L1FLnI_7p22.1a	10143	0.0	0.0
HERVS71_7p22.1	7336	0.0	0.0
HERVH_7p22.1c	3516	0.0	0.0
HERVE_7p22.1c	8337	0.0	0.0
HERVH_7p22.1b	2204	0.0	0.0
HERVH_7p22.1a	5196	0.0	0.0
HERVE_7p22.1b	4046	0.0	0.0
HERVE_7p22.1a	4084	0.0	0.0
ERVLB4_7p22.1	1036	0.0	0.0
ERVLE_7p22.1a	571	0.0	0.0
HARLEQUIN_7p22.1	7453	0.0	0.0
HERVL_7p22.2	1301	0.0	0.0
ERVLE_7p22.2b	969	0.0	0.0
ERVLE_7p22.2a	1012	0.0	0.0
MER61_6q25.3	1512	0.0	0.0
L1FLnI_6q25.3a	8650	0.0	0.0
L1FLnI_6q23.2k	8963	0.0	0.0
HERVL_6q24.1a	1873	0.0	0.0
MER61_6q24.1b	2910	0.0	0.0
MER61_6q24.1a	2207	0.0	0.0
ERVLB4_6q24.1b	2131	0.0	0.0
ERVLE_6q24.1d	1583	0.0	0.0
ERVL_6q24.1	1385	0.0	0.0
HERVL_6q24.1e	3538	0.0	0.0
HERVL_6q24.1d	2803	0.0	0.0
HERVL_6q24.1c	4287	0.0	0.0
ERVLE_6q24.1c	876	0.0	0.0
ERVLB4_6q24.1a	1350	0.0	0.0
HERVL_6q24.1b	4756	0.0	0.0
HERVH_6q24.1a	5578	0.0	0.0
HERVL40_6q25.2b	1109	0.0	0.0
ERVLE_6q24.1b	3548	0.0	0.0
L1FLnI_6q24.1g	10401	0.0	0.0
MER41_6q24.1	4368	0.0	0.0
L1FLnI_6q24.1f	8667	0.0	0.0
L1FLnI_6q24.1e	10167	0.0	0.0
L1FLnI_6q24.1d	10132	0.0	0.0
L1FLnI_6q24.1c	10130	0.0	0.0
ERV316A3_6q24.1c	1345	0.0	0.0
ERV316A3_6q24.1b	556	0.0	0.0
ERVLE_6q24.1a	3161	0.0	0.0
L1FLnI_6q24.1b	10112	0.0	0.0
ERV316A3_6q24.1d	3084	0.0	0.0
ERV316A3_6q24.1e	2787	0.0	0.0
ERV316A3_6q24.1f	617	0.0	0.0
HERVL_6q24.1f	1709	0.0	0.0
HERVH_6q24.1c	6113	0.0	0.0
L1FLnI_6q24.1r	10173	0.0	0.0
PABLB_6q24.1	6268	0.0	0.0
L1FLnI_6q24.1q	10476	0.0	0.0
ERVLE_6q24.1e	1091	0.0	0.0
L1FLnI_6q24.1p	10016	0.0	0.0
ERV316A3_6q24.1h	3037	0.0	0.0
MER61_6q24.1d	2010	0.0	0.0
L1FLnI_6q24.1o	10027	0.0	0.0
L1FLnI_6q24.1n	8912	0.0	0.0
L1FLnI_6q24.1m	9646	0.0	0.0
L1FLnI_6q24.1l	9988	0.0	0.0
L1FLnI_6q24.1k	10010	0.0	0.0
HERVL40_6q24.1	3190	0.0	0.0
HERVL_6q24.1g	2161	0.0	0.0
L1FLnI_6q24.1j	10030	0.0	0.0
MER61_6q24.1c	1500	0.0	0.0
LTR25_6q24.1	3909	0.0	0.0
HERVH_6q24.1b	7854	0.0	0.0
L1FLnI_6q24.1i	9307	0.0	0.0
L1FLnI_6q24.1h	8691	0.0	0.0
ERV316A3_6q24.1g	3234	0.0	0.0
HUERSP3B_6q24.1	2757	0.0	0.0
L1FLnI_6q24.1a	9031	0.0	0.0
ERV316A3_6q24.1a	4810	0.0	0.0
ERVLE_6q23.3f	483	0.0	0.0
L1FLnI_6q23.3c	9114	0.0	0.0
HERVL18_6q23.3	2754	0.0	0.0
L1FLnI_6q23.3a	9493	0.0	0.0
ERVL_6q23.3a	651	0.0	0.0
ERVLE_6q23.3a	604	0.0	0.0
HML1_6q23.2	2894	0.0	0.0
L1FLnI_6q23.2s	8598	0.0	0.0
ERVLE_6q23.2d	3400	0.0	0.0
ERVLB4_6q23.2c	2137	0.0	0.0
ERVLE_6q23.2c	1451	0.0	0.0
L1FLnI_6q23.2r	10205	0.0	0.0
L1FLnI_6q23.2q	9830	0.0	0.0
ERVLE_6q23.2b	1391	0.0	0.0
HERVL_6q23.2c	5418	0.0	0.0
ERVLB4_6q23.2b	2285	0.0	0.0
L1FLnI_6q23.2p	10433	0.0	0.0
HERVL_6q23.2b	4493	0.0	0.0
L1FLnI_6q23.2o	8857	0.0	0.0
HERVL40_6q23.2b	3888	0.0	0.0
HERVL_6q23.2a	3472	0.0	0.0
L1FLnI_6q23.2n	8730	0.0	0.0
L1FLnI_6q23.2m	10030	0.0	0.0
L1FLnI_6q23.2l	10115	0.0	0.0
L1FLI_6q23.2	8046	0.0	0.0
L1FLnI_6q23.3b	10443	0.0	0.0
ERV316A3_6q23.3a	2602	0.0	0.0
L1FLnI_6q23.3o	9883	0.0	0.0
ERVLE_6q23.3b	643	0.0	0.0
ERV316A3_6q23.3b	1313	0.0	0.0
L1FLnI_6q23.3n	9555	0.0	0.0
L1FLnI_6q23.3m	9752	0.0	0.0
L1FLnI_6q23.3l	10178	0.0	0.0
HERVW_6q23.3b	1745	0.0	0.0
HERVW_6q23.3a	1568	0.0	0.0
ERVL_6q23.3b	3186	0.0	0.0
MER61_6q23.3	4322	0.0	0.0
ERVLE_6q23.3e	1549	0.0	0.0
MER4B_6q23.3b	4065	0.0	0.0
MER41_6q23.3	4879	0.0	0.0
MER4B_6q23.3a	678	0.0	0.0
ERVLE_6q23.3d	1046	0.0	0.0
L1FLnI_6q23.3j	11189	0.0	0.0
ERVLB4_6q23.3	1179	0.0	0.0
L1FLnI_6q23.3i	10477	0.0	0.0
HERVH_6q23.3	6498	0.0	0.0
L1FLnI_6q23.3h	9641	0.0	0.0
ERVLE_6q23.3c	2505	0.0	0.0
L1FLnI_6q23.3g	9345	0.0	0.0
L1FLnI_6q23.3f	10039	0.0	0.0
L1FLnI_6q23.3e	8948	0.0	0.0
L1FLnI_6q23.3d	8950	0.0	0.0
ERVLB4_6q24.1c	564	0.0	0.0
L1FLnI_6q24.2a	8787	0.0	0.0
ERV316A3_6q24.2a	1754	0.0	0.0
HERVL18_6q25.2	2671	0.0	0.0
ERVLE_6q25.2c	710	0.0	0.0
ERVLE_6q25.2b	912	0.0	0.0
ERVLE_6q25.2a	1410	0.0	0.0
L1FLnI_6q25.2a	10130	0.0	0.0
HERVH_6q25.2a	6240	0.0	0.0
L1FLnI_6q25.1h	9294	0.0	0.0
HERVL_6q25.1	6759	0.0	0.0
L1FLnI_6q25.1g	10160	0.0	0.0
L1FLnI_6q25.1f	10142	0.0	0.0
L1FLnI_6q25.1e	9792	0.0	0.0
L1FLnI_6q25.1d	10498	0.0	0.0
HERV9_6q25.1	7550	0.0	0.0
ERV316A3_6q25.1i	2517	0.0	0.0
ERVLB4_6q25.1	5470	0.0	0.0
HERVH48_6q25.1	2834	0.0	0.0
ERV316A3_6q25.1h	817	0.0	0.0
ERV316A3_6q25.1g	1351	0.0	0.0
ERV316A3_6q25.1f	1076	0.0	0.0
ERV316A3_6q25.1e	910	0.0	0.0
ERV316A3_6q25.1d	956	0.0	0.0
HUERSP3_6q25.1	2427	0.0	0.0
ERV316A3_6q25.1c	3695	0.0	0.0
L1FLnI_6q25.1c	8559	0.0	0.0
L1FLnI_6q25.2b	10443	0.0	0.0
ERVLE_6q25.2d	1524	0.0	0.0
L1FLnI_6q25.1b	10132	0.0	0.0
ERVLE_6q25.2e	744	0.0	0.0
ERVLB4_6q25.2	6411	0.0	0.0
L1FLnI_6q25.2f	10129	0.0	0.0
ERV316A3_6q25.2e	1972	0.0	0.0
HERVL40_6q25.2a	2097	0.0	0.0
PABLA_6q25.2	4688	0.0	0.0
L1FLnI_6q25.2e	10608	0.0	0.0
HERVH_6q25.2b	4469	0.0	0.0
HERVL_6q25.2	2520	0.0	0.0
MER4_6q25.2c	3028	0.0	0.0
ERV316A3_6q25.2d	3428	0.0	0.0
ERV316A3_6q25.2c	1847	0.0	0.0
ERVLE_6q25.2g	1570	0.0	0.0
L1FLnI_6q25.2d	8624	0.0	0.0
L1FLnI_6q25.2c	9569	0.0	0.0
PRIMA4_6q25.2	982	0.0	0.0
MER4_6q25.2b	1101	0.0	0.0
MER4_6q25.2a	3576	0.0	0.0
MER41_6q25.2b	2082	0.0	0.0
MER41_6q25.2a	2596	0.0	0.0
ERV316A3_6q25.2b	972	0.0	0.0
MER61_6q25.2	4691	0.0	0.0
ERV316A3_6q25.2a	1220	0.0	0.0
ERVLE_6q25.2f	1947	0.0	0.0
ERV316A3_6q25.1b	2376	0.0	0.0
ERV316A3_6q25.1a	1052	0.0	0.0
HERVH48_6q24.2	6743	0.0	0.0
ERVLE_6q24.3a	580	0.0	0.0
HERVH_6q24.3a	5667	0.0	0.0
ERV316A3_6q24.2b	5597	0.0	0.0
MER34B_6q24.2	1397	0.0	0.0
L1FLnI_6q24.2m	10150	0.0	0.0
HERVH_6q24.2	5680	0.0	0.0
L1FLnI_6q24.2l	8563	0.0	0.0
L1FLnI_6q24.2k	8958	0.0	0.0
L1FLnI_6q24.2j	10431	0.0	0.0
L1FLnI_6q24.2i	10680	0.0	0.0
HERVW_6q24.2b	5183	0.0	0.0
L1FLnI_6q24.2h	10137	0.0	0.0
HERVL_6q24.2b	1896	0.0	0.0
HERVL_6q24.2a	4328	0.0	0.0
L1FLnI_6q24.2g	9494	0.0	0.0
L1FLnI_6q24.2f	9043	0.0	0.0
L1FLnI_6q24.2e	8750	0.0	0.0
L1FLnI_6q24.2d	9286	0.0	0.0
L1FLnI_6q24.2c	10131	0.0	0.0
HERVW_6q24.2a	7896	0.0	0.0
ERVLB4_6q24.2	647	0.0	0.0
MER41_6q24.2b	2412	0.0	0.0
L1FLnI_6q24.2b	10158	0.0	0.0
MER41_6q24.2a	2932	0.0	0.0
L1FLnI_6q24.3a	8790	0.0	0.0
ERVLE_6q24.3b	1684	0.0	0.0
HERVH_6q25.1	5713	0.0	0.0
HML5_6q24.3	1688	0.0	0.0
L1FLnI_6q25.1a	8849	0.0	0.0
L1FLnI_6q24.3h	9557	0.0	0.0
HERVH_6q24.3c	1652	0.0	0.0
HUERSP1_6q24.3c	1775	0.0	0.0
HUERSP1_6q24.3b	2607	0.0	0.0
HUERSP1_6q24.3a	3318	0.0	0.0
ERVLB4_6q24.3	701	0.0	0.0
L1FLnI_6q24.3g	9250	0.0	0.0
HERV9_6q24.3	1553	0.0	0.0
ERV316A3_6q24.3b	1057	0.0	0.0
LTR57_6q24.3	1248	0.0	0.0
L1FLnI_6q24.3f	9955	0.0	0.0
L1FLnI_6q24.3e	10340	0.0	0.0
L1FLnI_6q24.3d	9913	0.0	0.0
HERVH_6q24.3b	5999	0.0	0.0
ERV316A3_6q24.3a	2927	0.0	0.0
HERVL_6q24.3c	1288	0.0	0.0
ERVL_6q24.3	3189	0.0	0.0
ERVLE_6q24.3c	1405	0.0	0.0
L1FLnI_6q24.3c	10119	0.0	0.0
L1FLnI_6q24.3b	8691	0.0	0.0
HERVL_6q24.3b	2094	0.0	0.0
HERVL_6q24.3a	3928	0.0	0.0
L1FLnI_6q16.1k	11326	0.0	0.0
L1FLnI_6q16.1i	10064	0.0	0.0
L1FLnI_7p21.3ga	8708	0.0	0.0
L1FLnI_6p12.3ka	10148	0.0	0.0
L1FLnI_6p12.2e	10026	0.0	0.0
L1FLnI_6p12.2d	10018	0.0	0.0
L1FLnI_6p12.2c	9993	0.0	0.0
L1FLnI_6p12.2b	9195	0.0	0.0
L1FLnI_6p12.2a	10449	0.0	0.0
L1FLnI_6p12.3qa	9413	0.0	0.0
L1FLnI_6p12.3pa	10179	0.0	0.0
L1FLnI_6p12.3oa	10474	0.0	0.0
L1FLnI_6p12.3na	10146	0.0	0.0
L1FLnI_6p12.3ma	10149	0.0	0.0
L1FLnI_6p12.3la	10531	0.0	0.0
L1FLnI_6p12.3ja	9950	0.0	0.0
L1FLnI_6p21.1d	10122	0.0	0.0
L1FLnI_6p12.3ia	9952	0.0	0.0
HERVL_6p12.3d	6433	0.0	0.0
L1FLnI_6p12.3ha	10110	0.0	0.0
L1FLnI_6p12.3ga	10134	0.0	0.0
L1FLnI_6p12.3fa	8765	0.0	0.0
L1FLnI_6p12.3ea	10138	0.0	0.0
L1FLnI_6p12.3da	9365	0.0	0.0
L1FLnI_6p12.3ca	10103	0.0	0.0
ERVLE_6p12.3b	1631	0.0	0.0
HERVL_6p12.3c	2479	0.0	0.0
L1FLnI_6p12.3ba	10143	0.0	0.0
HERVH_6p12.2	5832	0.0	0.0
L1FLnI_6p12.2f	10159	0.0	0.0
ERV316A3_6p12.2	801	0.0	0.0
L1FLnI_6p12.2g	10525	0.0	0.0
